Humidity,Temperature,Pressure
30.48776054382324,32.484375,992.098388671875
30.389854431152344,32.110992431640625,992.121337890625
30.84879493713379,32.14655303955078,992.106201171875
31.023191452026367,31.87984848022461,992.0888671875
31.017072677612305,32.431034088134766,992.10205078125
30.73253059387207,31.453125,992.084716796875
30.69887351989746,32.18211364746094,992.100341796875
30.81208038330078,31.684267044067383,992.090087890625
31.365867614746094,32.03987121582031,992.068603515625
31.381166458129883,32.342132568359375,992.04638671875
31.12415885925293,31.417564392089844,992.077880859375
30.77842330932617,31.98653030395508,992.072998046875
30.86103248596192,31.417564392089844,992.088623046875
31.33527183532715,31.755386352539062,992.068115234375
30.83043670654297,31.98653030395508,992.07421875
30.897748947143555,32.253231048583984,992.0703125
30.90998649597168,31.71982765197754,992.06005859375
30.916105270385746,31.43534469604492,992.108154296875
30.888568878173828,31.31088256835937,992.092041015625
30.65298080444336,31.48868560791016,992.096923828125
30.625444412231445,31.808727264404297,992.070068359375
