Gyroscope X,Gyroscope Y,Gyroscope Z,Accelerometer X,Accelerometer Y,Accelerometer Z,Magnetometer X,Magnetometer Y,Magnetometer Z,Accelerometer Roll,Accelerometer Pitch,Accelerometer Yaw
-0.0055030211806297,-0.003285489976406,0.0012890566140413,,,,17.68488121032715,14.44370937347412,18.637800216674805,0.0185439996421337,0.0309880003333091,0.0124439997598528
-0.0075976811349391,-0.0069665238261222,0.0012400355190038,,,,26.33517265319824,22.32352828979492,27.808528900146484,0.0180559996515512,0.0334279984235763,0.0112239997833967
-0.0078769512474536,-0.0048892423510551,0.0008933991193771,,,,31.30558204650879,26.103275299072266,32.53848648071289,0.0175679996609687,0.0317199975252151,0.0124439997598528
-0.005114234983921,-0.003660574555397,0.0014297720044851,,,,33.876441955566406,27.704626083374023,35.13944625854492,0.0204959996044635,0.0322079993784427,0.0119559997692704
-0.0084244087338447,-0.0028832033276557,-0.0001373924314975,,,,35.14326858520508,28.40453720092773,36.82402420043945,0.0190319996327161,0.0326960012316703,0.0112239997833967
-0.0062650926411151,-0.0024399682879447,0.0001196712255477,,,,35.713436126708984,29.12100982666016,37.56055450439453,0.0190319996327161,0.0322079993784427,0.0100039998069405
-0.006605215370655,-0.0029544979333877,0.0022009462118148,,,,36.15093612670898,28.942358016967773,38.235816955566406,0.0190319996327161,0.0309880003333091,0.0109799997881054
-0.003675315529108,-0.0037041306495666,0.000930668786168,,,,36.20172119140625,28.867137908935547,38.52149200439453,0.018300000578165,0.0319640003144741,0.0131759997457265
-0.0031679086387157,-0.0011830255389213,0.0023558288812637,,,,36.645294189453125,28.810443878173828,38.33565902709961,0.0175679996609687,0.0324519984424114,0.0126879997551441
-0.0036520771682262,-0.0044279173016548,0.001048183068633,,,,36.67292404174805,28.88359260559082,38.98451614379883,0.0185439996421337,0.0304999984800815,0.0129319997504353
-0.0070095919072628,-0.0030770003795623,0.0019071251153945,,,,36.52338790893555,28.4216423034668,38.84114074707031,0.0178119987249374,0.0302559994161129,0.0114679997786879
-0.0043194778263568,-0.0020095184445381,0.0014820788055658,,,,36.55952835083008,28.329345703125,38.570430755615234,0.0180559996515512,0.0312319993972778,0.0121999997645616
-0.0029088370501995,-0.0025155395269393,0.0007980782538652,,,,36.761905670166016,28.28644752502441,38.11211395263672,0.0185439996421337,0.0312319993972778,0.0112239997833967
-0.0066034123301506,-0.0026963427662849,0.0007835775613784,,,,36.65166473388672,28.41948509216309,38.68059539794922,0.0187879987061023,0.0317199975252151,0.0126879997551441
-0.0051750093698501,-0.0046747773885726,0.0010305661708116,,,,36.81863784790039,28.398998260498047,39.18122100830078,0.0187879987061023,0.0309880003333091,0.0100039998069405
-0.0022864080965518,-0.0039276257157325,-0.0017481166869401,,,,36.61170196533203,28.28256225585937,39.004241943359375,0.0187879987061023,0.0314759984612464,0.0153719997033476
-0.0032791197299957,-0.0028722882270812,0.0012613851577043,,,,36.40796661376953,28.30479431152344,39.33995056152344,0.0195199996232986,0.0326960012316703,0.0112239997833967
-0.0019703619182109,0.0004938319325447,0.0006286185234785,,,,36.65020751953125,28.020801544189453,39.51863098144531,0.0190319996327161,0.0302559994161129,0.0112239997833967
-0.0044751092791557,0.0011448040604591,0.0005670860409736,,,,36.633094787597656,27.83782386779785,39.095191955566406,0.0202520005404949,0.0322079993784427,0.0102479998022317
-0.0030522160232067,-0.0012742280960083,0.0002088155597448,,,,36.76320266723633,27.45482063293457,38.53493881225586,0.0187879987061023,0.0326960012316703,0.013663999736309
-0.0034562423825263977,-0.00030031800270080566,-0.0007223691791296005,,,,36.91250991821289,27.545352935791016,38.61713790893555,0.01781199872493744,0.030499998480081558,0.010247999802231789
